gate_mode,gate_sign,gate_tau,mean_delta,median_delta,nonharm,rows,shrink_gate,source_tail_gate_coef,source_tail_mean_delta,source_tail_worst_delta,tail_config_id,threshold,wins,worst_delta
lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,0,0.6,15,-10.801466736917275
lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,1,0.6,15,-10.801466736917275
lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,4,0.6,15,-10.801466736917275
lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,5,0.6,15,-10.801466736917275
lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,8,0.6,15,-10.801466736917275
lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,9,0.6,15,-10.801466736917275
lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,12,0.6,15,-10.801466736917275
lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,13,0.6,15,-10.801466736917275
lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,16,0.6,15,-10.801466736917275
lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,17,0.6,15,-10.801466736917275
lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,20,0.6,15,-10.801466736917275
lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,21,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,24,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,25,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,28,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,29,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,32,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,33,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,36,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,37,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,40,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,41,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,44,0.6,15,-10.801466736917275
sqrt_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,45,0.6,15,-10.801466736917275
high_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,48,0.6,15,-10.801466736917275
high_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,49,0.6,15,-10.801466736917275
high_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,52,0.6,15,-10.801466736917275
high_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,53,0.6,15,-10.801466736917275
high_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,56,0.6,15,-10.801466736917275
high_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,57,0.6,15,-10.801466736917275
high_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,60,0.6,15,-10.801466736917275
high_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,61,0.6,15,-10.801466736917275
high_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,64,0.6,15,-10.801466736917275
high_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,65,0.6,15,-10.801466736917275
high_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,68,0.6,15,-10.801466736917275
high_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,69,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,72,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,73,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,76,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,77,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,80,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,81,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,84,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,85,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,88,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,89,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,92,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,93,0.6,15,-10.801466736917275
late_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,96,0.6,15,-10.801466736917275
late_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,97,0.6,15,-10.801466736917275
late_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,100,0.6,15,-10.801466736917275
late_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,101,0.6,15,-10.801466736917275
late_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,104,0.6,15,-10.801466736917275
late_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,105,0.6,15,-10.801466736917275
late_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,108,0.6,15,-10.801466736917275
late_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,109,0.6,15,-10.801466736917275
late_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,112,0.6,15,-10.801466736917275
late_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,113,0.6,15,-10.801466736917275
late_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,116,0.6,15,-10.801466736917275
late_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,117,0.6,15,-10.801466736917275
late_lr,signed,0.3,-37.52939586223049,-40.477293275340145,15,15,1,0.0002738090244103755,-37.52939586223049,-10.777584202467438,118,0.6,15,-10.777584202467438
lr,signed,0.3,-37.52897458831908,-40.477293275340145,15,15,1,0.00046606127759456467,-37.52897458831908,-10.746672620941366,22,0.6,15,-10.746672620941366
late_lr,signed,0.3,-37.52896940872497,-40.477293275340145,15,15,0,0.00036964218295400703,-37.52896940872497,-10.768042115709664,119,0.6,15,-10.768042115709664
lr,signed,0.3,-37.52863876857581,-40.477293275340145,15,15,0,0.0006291827247526623,-37.52863876857581,-10.726011097387754,23,0.6,15,-10.726011097387754
high_lr,signed,0.3,-37.52741388195032,-40.477293275340145,15,15,1,0.000352956634784717,-37.52741388195032,-10.775120682270744,70,0.6,15,-10.775120682270744
high_lr,signed,0.3,-37.52625082586397,-40.477293275340145,15,15,0,0.000476491456959368,-37.52625082586397,-10.76570551829301,71,0.6,15,-10.76570551829301
late_lr,signed,0.1,-37.51653427006604,-40.477293275340145,15,15,1,0.002462481262916338,-37.51653427006604,-10.586680930609937,114,0.6,15,-10.586680930609937
late_lr,signed,0.1,-37.51257664218268,-40.477293275340145,15,15,0,0.0033243497049370565,-37.51257664218268,-10.5008648794502,115,0.6,15,-10.5008648794502
high_lr,signed,0.1,-37.48411767377171,-40.477293275340145,15,15,1,0.003172409894875579,-37.48411767377171,-10.564665827917686,66,0.6,15,-10.564665827917686
lr,signed,0.1,-37.455632165415516,-40.477293275340145,15,15,1,0.004186439605169409,-37.455632165415516,-10.309273587846446,18,0.6,15,-10.309273587846446
high_lr,signed,0.1,-37.45020336111182,-40.477293275340145,15,15,0,0.004282753358082032,-37.45020336111182,-10.480041415715391,67,0.6,15,-10.480041415715391
lr,signed,0.1,-37.40662671002945,-40.477293275340145,15,15,0,0.0056516934669787015,-37.40662671002945,-10.1236795662754,19,0.6,15,-10.1236795662754
sqrt_lr,signed,0.1,-37.27483229690504,-40.477293275340145,15,15,1,0.006717900177526827,-37.27483229690504,-9.150389201603225,42,0.6,15,-9.150389201603225
one_minus_lr,signed,0.1,-37.180807697674254,-40.477293275340145,15,15,1,0.005789254334073194,-37.180807697674254,-8.77189690382847,90,0.6,15,-8.77189690382847
sqrt_lr,signed,0.1,-37.08531230243761,-40.477293275340145,15,15,0,0.009069165239661219,-37.08531230243761,-8.494458148047567,43,0.6,15,-8.494458148047567
late_lr,signed,0.03,-37.080655701906295,-40.477293275340145,15,15,1,0.027135447747292,-37.080655701906295,-8.434623413354092,110,0.6,15,-8.434623413354092
late_lr,signed,0.03,-36.83247302322372,-40.477293275340145,15,15,0,0.0366328544588442,-36.83247302322372,-7.488968990310429,111,0.6,15,-7.488968990310429
one_minus_lr,signed,0.1,-36.46487567973945,-40.477293275340145,15,15,0,0.007815493350998811,-36.46487567973945,-7.863436125682122,91,0.6,15,-7.863436125682122
high_lr,signed,0.03,-36.24629591383133,-40.477293275340145,15,15,1,0.03472674443367553,-36.24629591383133,-6.5770714521735325,62,0.6,15,-6.5770714521735325
high_lr,signed,0.03,-35.601078888595474,-40.477293275340145,15,15,0,0.04688110498546197,-35.601078888595474,-2.984535921799092,63,0.6,15,-2.984535921799092
lr,signed,0.03,-34.96713642823912,-40.477293275340145,15,15,1,0.0455147508284023,-34.96713642823912,-1.6652543847937573,14,0.6,15,-1.6652543847937573
